Text,Category
"【機種】ＳＨ－０２Ｍ（ＡＱｓｅｎｓｅ３）ＯＳ１０【カテゴリ】ｄフォト　【事象の概要】アプリ起動時「処理中にエラーが発生しました。しばらくしてから再度お試しください」と表示され開けない【発生日時】【再発有無】初事象【解決方法】アプリ再インストールで改善
０６０３",操作説明
"【機種】ＰＣ（Ｗｉｎ８）【カテゴリ】ｄフォト（ＷＥＢアルバム）【事象の概要】ＩＥ利用。ログインできる場合とログインできない場合があり、現在はログインしようとすると『Ｅ０４０　認証に失敗しました　恐れ入りますがもう一度やり直してください』と出る【発生日時】／　：【再発有無】初事象【解決方法】Ｅｄｇｅでログインをお試し頂き改善
０９０２",ログイントラブル
ｄフォトとプリント機能が別になって、使いづらくなりました。レビューもあまり良くなく、ｄフォトプリントアプリをインストールするかしないかを迷っています。データも消えてしまいそうで怖いです。移行するにあたって、もう少し丁寧な説明があればいいと思います。【お客様アンケート(IC)】,サービス案内
"【機種】ＳＯ－０１Ｌ（ＸＺ３）／ＯＳ１０／ビルド０３６５【カテゴリ】▲その他ｄ系アプリ（ｄフォト）【事象の概要】別のｄアカウントでログインしたい。【発生日時】／　：【再発有無】初事象【解決方法】別のｄアカウントをｄアカウント設定アプリに登録して解決
１３０６",ログイントラブル
"【機種】ＳＨ－０２Ｍ（ＡＱｓｅｎｓｅ３）【カテゴリ】ｄフォト【事象の概要】すべての写真にて山ふたつの絵（Ｕｎｋｎｏｗｎデータ）を削除したい【発生日時】１１／６：【再発有無】初事象【解決方法】ｄフォトアプリの入れ直しにて改善
０５０３",操作説明
"【機種】ＳＨ－０４Ｇ　ＯＳ５．０【カテゴリ】トラ）ｄフォト【事象の概要】空き容量を作って（空き５７０ＭＢ）ｄフォト内の写真を多く選択すると消せない【発生日時】【再発有無】［外部機器］
０５０７",操作説明
ｄフォトについてです。設定を一切触っていませんが、１０／２９から写真や動画が自動でアプリにＵＰされてこなくなりました。設定を確認しましたが自動になっており、手動でもＵＰしてみましたが上がってこない状態です。容量も１５ＧＢの契約ですがまだ９．１４ＧＢなので達していません。１０／２９以降の写真や動画はＧｏｏｇｌｅフォトにはＵＰされていて、原因が全く分かりません。アプリを一度アンインストールしてみてもダメでした。なぜＵＰされてこないのでしょうか。ＳＨ－５１Ａ,操作説明
"■案件番号／２５＋１１０６＋１１４０
■通話先／お客様
■案件発生拠点等／ＩＣ（ＣＣ）
■お客様申告／ｄフォトの無料期間終了後からの利用していない。ＩＣ（ＣＣ）にかけてもできないといわれ、お客様相談室を誘導された。たらいまわしだ。ＳＶの対応が悪い。意見：ｄフォト１３ヶ月という、サービスを作って解約忘れを防止してほしい。
■要望／料金を返金してほしい",その他
"【機種】ＳＯ－０１Ｋ（ＸＺ１）ビルド未確認【カテゴリ】トラ）ｄフォト【事象の概要】処理中にエラーで利用ができない症状についての対処方法を確認したい【発生日時】／　：【再発有無】初事象／再発［外部機器］［５５０４］
３３０５",操作説明
突然ｄフォトのやり方が変わってビックリして、そのまま放置してたけど、今回たまたま違う内容で来店した際にやってもらった。【お客様アンケート(DS)】,その他
"【機種】ＳＨ－０４Ｇ　ビルド０１０　ＯＳ５．０．２【カテゴリ】トラ）ｄフォト【事象の概要】アプリ内で写真の削除をしても時間経過で戻ってくる。（お預かり写真／端末フォルダのどちらでも）［発生手順］削除後時間経過で発生（タイミングはまちまちで数十分～数時間単位）［エラー文言］［発生日時］１１／６　１０：３０［再発有無］初事象［事象発生のきっかけ］［発生環境］発生機種［発生頻度］毎回［トラブルシューティング］再起動・アプリアップデート済（ｄフォト）・空き容量問題：３６５ＭＢ
１２０２",操作説明
"【機種】ｉＰｈｏｎｅ６／ビルド最新【カテゴリ】トラ）ｄフォト　【事象の概要】空き容量がなくｄフォトのアップデートができない【発生日時】／　：【再発有無】初事象
０４０２",操作説明
"【機種】ＳＨ－０１Ｋ（ＡＱｓｅｎｓｅ）【カテゴリ】ドコモメール（Ａｎｄｒｏｉｄ）▲その他ドコモ提供アプリ　【事象の概要】現在のｄアカウントと［ユーザー］の組み合わせでは利用できないとメッセージがでる。他社スマホでｄフォト利用可能か？【発生日時】／　：
１２０３",サービス案内
"【機種】ｉＰｈｏｎｅ１１【カテゴリ】ｄフォト　【事象の概要】ｄフォトに１０月と１１月分の写真が表示されていない【発生日時】１１／５１６　：４１【再発有無】初事象【解決方法】『ｄフォト』の入れ直しで改善
１３０３",操作説明
ｄフォトアルバム注文の際、ログイン画面が表示され、そのあとセキュリティコードが求められるようになったが、セキュリティコードの見方であったり、入力だったり、操作が全くわからない。素人でも分かるようにしてくれないと困るとご意見いただきました。,操作説明
ｄフォトに申し込んだが、使い方がよくわからないまま、日にちが経ち、一度も利用していないので、中止にしようと考えている。【お客様アンケート(IC)】,アプリが使いにくい
"【機種】Ｌ－０１Ｌ（ＳＴＹＬＥ２）【カテゴリ】ｄフォト　【事象の概要】ｄフォトから通知で「ｄフォト実行中です」と表示され消えない【発生日時】／　：【再発有無】初事象【解決方法】ｄフォトアプリの入れなおしで解決
０５０４",操作説明
"【機種】ＳＯ－０２Ｌ（ＸＡｃｅ）ＯＳ１０　ビルド３７６【カテゴリ】Ｇｏｏｇｌｅ　Ｐｌａｙ　Ｇｏｏｇｌｅ　Ｐｌａｙストア【事象の概要】「ダウンロード保留中」が表示され「ｄフォトプリント」が更新（アップデート）できない【発生日時】／　：【再発有無】初事象【解決方法】Ｐｌａｙストアの「アプリの自動更新」を『アプリを自動更新しない』に変更して解決
１００１",操作説明
ｄフォトに関してです。写真のお預けは簡単にできるが、お預けした写真を本体に保存する方法がわかりにくいとのことです。,操作説明
"【機種】ＳＨ－０２Ｍ（ＡＱｓｅｎｓｅ３）【カテゴリ】ｄフォト【事象の概要】ｄフォトアプリ内の操作について（一般的な操作）知りたい。【発生日時】／　：
０７０６",操作説明
